Gene	UniqueAbsence
SARA.HiC_1_file_1_file_1_jg1255	0
SARA.HiC_1_file_1_file_1_jg1588	0
SARA.HiC_1_file_1_file_1_jg4560	0
SARA.HiC_1_file_1_file_1_jg4118	0
SARA.HiC_1_file_1_file_1_jg4652	0
SARA.HiC_1_file_1_file_1_jg1379	0
SARA.HiC_1_file_1_file_1_jg4485	0
SARA.HiC_1_file_1_file_1_jg4453	0
SARA.HiC_1_file_1_file_1_jg4217	0
SARA.HiC_1_file_1_file_1_jg1798	0
SARA.HiC_1_file_1_file_1_jg1001	0
SARA.HiC_1_file_1_file_1_jg4607	0
SARA.HiC_13_file_1_file_1_jg816	0
SARA.HiC_1_file_1_file_1_jg4222	0
SARA.HiC_1_file_1_file_1_jg4480	0
SARA.HiC_1_file_1_file_1_jg630	0
SARA.HiC_15_file_1_file_1_jg474	0
SARA.HiC_11_file_1_file_1_jg1003	0
SARA.HiC_15_file_1_file_1_jg912	0
SARA.HiC_15_file_1_file_1_jg693	0
SARA.HiC_15_file_1_file_1_jg964	0
SARA.HiC_15_file_1_file_1_jg1149	0
SARA.HiC_15_file_1_file_1_jg779	0
SARA.HiC_15_file_1_file_1_jg509	0
SARA.HiC_15_file_1_file_1_jg699	0
SARA.HiC_15_file_1_file_1_jg700	0
SARA.HiC_15_file_1_file_1_jg200	0
SARA.HiC_15_file_1_file_1_jg686	0
SARA.HiC_15_file_1_file_1_jg1232	0
SARA.HiC_15_file_1_file_1_jg991	0
SARA.HiC_15_file_1_file_1_jg266	0
SARA.HiC_12_file_1_file_1_jg1814	0
SARA.HiC_15_file_1_file_1_jg1342	0
SARA.HiC_15_file_1_file_1_jg198	0
SARA.HiC_15_file_1_file_1_jg223	0
SARA.HiC_15_file_1_file_1_jg1301	0
SARA.HiC_15_file_1_file_1_jg1267	0
SARA.HiC_15_file_1_file_1_jg1434	0
SARA.HiC_15_file_1_file_1_jg1680	0
SARA.HiC_15_file_1_file_1_jg220	0
SARA.HiC_15_file_1_file_1_jg1633	0
SARA.HiC_15_file_1_file_1_jg1101	0
SARA.HiC_15_file_1_file_1_jg146	0
SARA.HiC_15_file_1_file_1_jg1579	0
SARA.HiC_15_file_1_file_1_jg728	0
SARA.HiC_15_file_1_file_1_jg300	0
SARA.HiC_15_file_1_file_1_jg834	0
SARA.HiC_15_file_1_file_1_jg1219	0
SARA.HiC_15_file_1_file_1_jg240	0
SARA.HiC_15_file_1_file_1_jg877	0
SARA.HiC_15_file_1_file_1_jg479	0
SARA.HiC_15_file_1_file_1_jg263	0
SARA.HiC_15_file_1_file_1_jg1329	0
SARA.HiC_15_file_1_file_1_jg663	0
SARA.HiC_15_file_1_file_1_jg1421	0
SARA.HiC_15_file_1_file_1_jg222	0
SARA.HiC_5_file_1_file_1_jg195	0
SARA.HiC_13_file_1_file_1_jg704	0
SARA.HiC_11_file_1_file_1_jg2740	0
SARA.HiC_13_file_1_file_1_jg2279	0
SARA.HiC_5_file_1_file_1_jg1054	0
SARA.HiC_13_file_1_file_1_jg34	0
SARA.HiC_5_file_1_file_1_jg984	0
SARA.HiC_13_file_1_file_1_jg2147	0
SARA.HiC_5_file_1_file_1_jg1587	0
SARA.HiC_5_file_1_file_1_jg1034	0
SARA.HiC_5_file_1_file_1_jg1125	0
SARA.HiC_13_file_1_file_1_jg2203	0
SARA.HiC_5_file_1_file_1_jg970	0
SARA.HiC_13_file_1_file_1_jg1786	0
SARA.HiC_5_file_1_file_1_jg2183	0
SARA.HiC_11_file_1_file_1_jg2636	0
SARA.HiC_13_file_1_file_1_jg1551	0
SARA.HiC_5_file_1_file_1_jg2141	0
SARA.HiC_13_file_1_file_1_jg1142	0
SARA.HiC_13_file_1_file_1_jg309	0
SARA.HiC_13_file_1_file_1_jg485	0
SARA.HiC_5_file_1_file_1_jg1356	0
SARA.HiC_13_file_1_file_1_jg2154	0
SARA.HiC_6_file_1_file_1_jg2599	0
SARA.HiC_5_file_1_file_1_jg952	0
SARA.HiC_5_file_1_file_1_jg1604	0
SARA.HiC_5_file_1_file_1_jg967	0
SARA.HiC_13_file_1_file_1_jg472	0
SARA.HiC_1_file_1_file_1_jg4471	0
SARA.HiC_5_file_1_file_1_jg799	0
SARA.HiC_5_file_1_file_1_jg495	0
SARA.HiC_12_file_1_file_1_jg1252	0
SARA.HiC_5_file_1_file_1_jg1017	0
SARA.HiC_13_file_1_file_1_jg348	0
SARA.HiC_7_file_1_file_1_jg417	0
SARA.HiC_13_file_1_file_1_jg1416	0
SARA.HiC_5_file_1_file_1_jg1089	0
SARA.HiC_13_file_1_file_1_jg217	0
SARA.HiC_13_file_1_file_1_jg1034	0
SARA.HiC_5_file_1_file_1_jg846	0
SARA.HiC_13_file_1_file_1_jg1507	0
SARA.HiC_12_file_1_file_1_jg330	0
SARA.HiC_10_file_1_file_1_jg738	0
SARA.HiC_5_file_1_file_1_jg1058	0
SARA.HiC_16_file_1_file_1_jg246	0
SARA.HiC_14_file_1_file_1_jg544	0
SARA.HiC_14_file_1_file_1_jg1799	0
SARA.HiC_14_file_1_file_1_jg835	0
SARA.HiC_16_file_1_file_1_jg1310	0
SARA.HiC_14_file_1_file_1_jg583	0
SARA.HiC_11_file_1_file_1_jg996	0
SARA.HiC_14_file_1_file_1_jg367	0
SARA.HiC_16_file_1_file_1_jg616	0
SARA.HiC_14_file_1_file_1_jg2132	0
SARA.HiC_16_file_1_file_1_jg1243	0
SARA.HiC_16_file_1_file_1_jg508	0
SARA.HiC_14_file_1_file_1_jg1607	0
SARA.HiC_14_file_1_file_1_jg748	0
SARA.HiC_16_file_1_file_1_jg1077	0
SARA.HiC_14_file_1_file_1_jg427	0
SARA.HiC_14_file_1_file_1_jg1822	0
SARA.HiC_12_file_1_file_1_jg2231	0
SARA.HiC_16_file_1_file_1_jg586	0
SARA.HiC_16_file_1_file_1_jg1052	0
SARA.HiC_16_file_1_file_1_jg632	0
SARA.HiC_14_file_1_file_1_jg1273	0
SARA.HiC_14_file_1_file_1_jg542	0
SARA.HiC_1_file_1_file_1_jg3475	0
SARA.HiC_10_file_1_file_1_jg1410	0
SARA.HiC_16_file_1_file_1_jg375	0
SARA.HiC_14_file_1_file_1_jg2230	0
SARA.HiC_16_file_1_file_1_jg473	0
SARA.HiC_14_file_1_file_1_jg2141	0
SARA.HiC_14_file_1_file_1_jg1982	0
SARA.HiC_14_file_1_file_1_jg2111	0
SARA.HiC_16_file_1_file_1_jg1265	0
SARA.HiC_14_file_1_file_1_jg586	0
SARA.HiC_14_file_1_file_1_jg509	0
SARA.HiC_14_file_1_file_1_jg932	0
SARA.HiC_14_file_1_file_1_jg370	0
SARA.HiC_14_file_1_file_1_jg796	0
SARA.HiC_16_file_1_file_1_jg367	0
SARA.HiC_14_file_1_file_1_jg648	0
SARA.HiC_14_file_1_file_1_jg601	0
SARA.HiC_14_file_1_file_1_jg881	0
SARA.HiC_16_file_1_file_1_jg526	0
SARA.HiC_5_file_1_file_1_jg3025	0
SARA.HiC_9_file_1_file_1_jg2032	0
SARA.HiC_9_file_1_file_1_jg1578	0
SARA.HiC_5_file_1_file_1_jg2988	0
SARA.HiC_5_file_1_file_1_jg3054	0
SARA.HiC_9_file_1_file_1_jg293	0
SARA.HiC_9_file_1_file_1_jg852	0
SARA.HiC_9_file_1_file_1_jg673	0
SARA.HiC_5_file_1_file_1_jg3040	0
SARA.HiC_9_file_1_file_1_jg2184	0
SARA.HiC_9_file_1_file_1_jg2730	0
SARA.HiC_9_file_1_file_1_jg1633	0
SARA.HiC_9_file_1_file_1_jg255	0
SARA.HiC_5_file_1_file_1_jg2240	0
SARA.HiC_9_file_1_file_1_jg2048	0
SARA.HiC_9_file_1_file_1_jg329	0
SARA.HiC_15_file_1_file_1_jg418	0
SARA.HiC_9_file_1_file_1_jg345	0
SARA.HiC_2_file_1_file_1_jg195	0
SARA.HiC_9_file_1_file_1_jg2740	0
SARA.HiC_9_file_1_file_1_jg612	0
SARA.HiC_9_file_1_file_1_jg358	0
SARA.HiC_9_file_1_file_1_jg65	0
SARA.HiC_9_file_1_file_1_jg2481	0
SARA.HiC_3_file_1_file_1_jg1251	0
SARA.HiC_9_file_1_file_1_jg132	0
SARA.HiC_5_file_1_file_1_jg3004	0
SARA.HiC_9_file_1_file_1_jg2724	0
SARA.HiC_9_file_1_file_1_jg1116	0
SARA.HiC_10_file_1_file_1_jg454	0
SARA.HiC_14_file_1_file_1_jg2187	0
SARA.HiC_9_file_1_file_1_jg70	0
SARA.HiC_11_file_1_file_1_jg2010	0
SARA.HiC_9_file_1_file_1_jg2483	0
SARA.HiC_5_file_1_file_1_jg2776	0
SARA.HiC_9_file_1_file_1_jg840	0
SARA.HiC_1_file_1_file_1_jg4502	0
SARA.HiC_9_file_1_file_1_jg1840	0
SARA.HiC_16_file_1_file_1_jg331	0
SARA.HiC_2_file_1_file_1_jg2485	0
SARA.HiC_2_file_1_file_1_jg236	0
SARA.HiC_2_file_1_file_1_jg2320	0
SARA.HiC_6_file_1_file_1_jg1729	0
SARA.HiC_2_file_1_file_1_jg978	0
SARA.HiC_2_file_1_file_1_jg750	0
SARA.HiC_13_file_1_file_1_jg1415	0
SARA.HiC_13_file_1_file_1_jg226	0
SARA.HiC_2_file_1_file_1_jg2722	0
SARA.HiC_2_file_1_file_1_jg2435	0
SARA.HiC_2_file_1_file_1_jg2494	0
SARA.HiC_2_file_1_file_1_jg2950	0
SARA.HiC_2_file_1_file_1_jg195	0
SARA.HiC_2_file_1_file_1_jg1278	0
SARA.HiC_2_file_1_file_1_jg1140	0
SARA.HiC_2_file_1_file_1_jg425	0
SARA.HiC_2_file_1_file_1_jg605	0
SARA.HiC_2_file_1_file_1_jg3116	0
SARA.HiC_2_file_1_file_1_jg1065	0
SARA.HiC_2_file_1_file_1_jg158	0
SARA.HiC_2_file_1_file_1_jg1238	0
SARA.HiC_2_file_1_file_1_jg1367	0
SARA.HiC_2_file_1_file_1_jg733	0
SARA.HiC_2_file_1_file_1_jg482	0
SARA.HiC_2_file_1_file_1_jg1857	0
SARA.HiC_2_file_1_file_1_jg1157	0
SARA.HiC_2_file_1_file_1_jg1313	0
SARA.HiC_1_file_1_file_1_jg1214	0
SARA.HiC_2_file_1_file_1_jg196	0
SARA.HiC_2_file_1_file_1_jg2656	0
SARA.HiC_2_file_1_file_1_jg1344	0
SARA.HiC_2_file_1_file_1_jg816	0
SARA.HiC_2_file_1_file_1_jg234	0
SARA.HiC_10_file_1_file_1_jg1543	0
SARA.HiC_2_file_1_file_1_jg122	0
SARA.HiC_2_file_1_file_1_jg1377	0
SARA.HiC_2_file_1_file_1_jg258	0
SARA.HiC_2_file_1_file_1_jg2407	0
SARA.HiC_2_file_1_file_1_jg2822	0
SARA.HiC_2_file_1_file_1_jg3030	0
SARA.HiC_2_file_1_file_1_jg481	0
SARA.HiC_2_file_1_file_1_jg2128	0
SARA.HiC_2_file_1_file_1_jg1772	0
SARA.HiC_4_file_1_file_1_jg43	0
SARA.HiC_4_file_1_file_1_jg1682	0
SARA.HiC_4_file_1_file_1_jg72	0
SARA.HiC_4_file_1_file_1_jg1096	0
SARA.HiC_4_file_1_file_1_jg1015	0
SARA.HiC_4_file_1_file_1_jg838	0
SARA.HiC_4_file_1_file_1_jg1594	0
SARA.HiC_4_file_1_file_1_jg1024	0
SARA.HiC_4_file_1_file_1_jg297	0
SARA.HiC_4_file_1_file_1_jg1781	0
SARA.HiC_4_file_1_file_1_jg677	0
SARA.HiC_4_file_1_file_1_jg219	0
SARA.HiC_1_file_1_file_1_jg3486	0
SARA.HiC_6_file_1_file_1_jg662	0
SARA.HiC_4_file_1_file_1_jg2329	0
SARA.HiC_4_file_1_file_1_jg1157	0
SARA.HiC_4_file_1_file_1_jg1348	0
SARA.HiC_4_file_1_file_1_jg1942	0
SARA.HiC_4_file_1_file_1_jg736	0
SARA.HiC_4_file_1_file_1_jg2598	0
SARA.HiC_4_file_1_file_1_jg2435	0
SARA.HiC_5_file_1_file_1_jg2181	0
SARA.HiC_4_file_1_file_1_jg2482	0
SARA.HiC_4_file_1_file_1_jg2493	0
SARA.HiC_4_file_1_file_1_jg309	0
SARA.HiC_4_file_1_file_1_jg1591	0
SARA.HiC_4_file_1_file_1_jg1807	0
SARA.HiC_1_file_1_file_1_jg3193	0
SARA.HiC_4_file_1_file_1_jg1426	0
SARA.HiC_4_file_1_file_1_jg2814	0
SARA.HiC_4_file_1_file_1_jg685	0
SARA.HiC_4_file_1_file_1_jg40	0
SARA.HiC_4_file_1_file_1_jg345	0
SARA.HiC_4_file_1_file_1_jg1400	0
SARA.HiC_15_file_1_file_1_jg457	0
SARA.HiC_4_file_1_file_1_jg827	0
SARA.HiC_4_file_1_file_1_jg1704	0
SARA.HiC_4_file_1_file_1_jg2465	0
SARA.HiC_4_file_1_file_1_jg1227	0
SARA.HiC_4_file_1_file_1_jg2456	0
SARA.HiC_4_file_1_file_1_jg1149	0
SARA.HiC_4_file_1_file_1_jg2013	0
SARA.HiC_4_file_1_file_1_jg418	0
SARA.HiC_4_file_1_file_1_jg2179	0
SARA.HiC_4_file_1_file_1_jg1221	0
SARA.HiC_4_file_1_file_1_jg1422	0
SARA.HiC_4_file_1_file_1_jg2602	0
SARA.HiC_14_file_1_file_1_jg1351	0
SARA.HiC_4_file_1_file_1_jg1114	0
SARA.HiC_3_file_1_file_1_jg1052	0
SARA.HiC_3_file_1_file_1_jg749	0
SARA.HiC_3_file_1_file_1_jg753	0
SARA.HiC_10_file_1_file_1_jg630	0
SARA.HiC_3_file_1_file_1_jg2446	0
SARA.HiC_3_file_1_file_1_jg277	0
SARA.HiC_3_file_1_file_1_jg265	0
SARA.HiC_2_file_1_file_1_jg1895	0
SARA.HiC_11_file_1_file_1_jg2383	0
SARA.HiC_3_file_1_file_1_jg3101	0
SARA.HiC_3_file_1_file_1_jg243	0
SARA.HiC_3_file_1_file_1_jg3399	0
SARA.HiC_3_file_1_file_1_jg2485	0
SARA.HiC_3_file_1_file_1_jg1610	0
SARA.HiC_3_file_1_file_1_jg3013	0
SARA.HiC_3_file_1_file_1_jg844	0
SARA.HiC_3_file_1_file_1_jg590	0
SARA.HiC_3_file_1_file_1_jg2638	0
SARA.HiC_3_file_1_file_1_jg2658	0
SARA.HiC_3_file_1_file_1_jg286	0
SARA.HiC_3_file_1_file_1_jg2923	0
SARA.HiC_3_file_1_file_1_jg3493	0
SARA.HiC_3_file_1_file_1_jg826	0
SARA.HiC_3_file_1_file_1_jg2947	0
SARA.HiC_5_file_1_file_1_jg2783	0
SARA.HiC_3_file_1_file_1_jg3184	0
SARA.HiC_3_file_1_file_1_jg1974	0
SARA.HiC_3_file_1_file_1_jg1586	0
SARA.HiC_3_file_1_file_1_jg489	0
SARA.HiC_14_file_1_file_1_jg1997	0
SARA.HiC_3_file_1_file_1_jg676	0
SARA.HiC_3_file_1_file_1_jg2883	0
SARA.HiC_3_file_1_file_1_jg2684	0
SARA.HiC_3_file_1_file_1_jg3236	0
SARA.HiC_3_file_1_file_1_jg3313	0
SARA.HiC_3_file_1_file_1_jg2694	0
SARA.HiC_3_file_1_file_1_jg3107	0
SARA.HiC_3_file_1_file_1_jg1282	0
SARA.HiC_3_file_1_file_1_jg1844	0
SARA.HiC_3_file_1_file_1_jg3468	0
SARA.HiC_3_file_1_file_1_jg3272	0
SARA.HiC_3_file_1_file_1_jg3069	0
SARA.HiC_3_file_1_file_1_jg3200	0
SARA.HiC_3_file_1_file_1_jg973	0
SARA.HiC_3_file_1_file_1_jg202	0
SARA.HiC_3_file_1_file_1_jg3234	0
SARA.HiC_3_file_1_file_1_jg2968	0
SARA.HiC_8_file_1_file_1_jg351	0
SARA.HiC_8_file_1_file_1_jg2279	0
SARA.HiC_8_file_1_file_1_jg993	0
SARA.HiC_8_file_1_file_1_jg1856	0
SARA.HiC_8_file_1_file_1_jg605	0
SARA.HiC_8_file_1_file_1_jg112	0
SARA.HiC_8_file_1_file_1_jg720	0
SARA.HiC_5_file_1_file_1_jg188	0
SARA.HiC_4_file_1_file_1_jg2628	0
SARA.HiC_8_file_1_file_1_jg350	0
SARA.HiC_8_file_1_file_1_jg916	0
SARA.HiC_8_file_1_file_1_jg886	0
SARA.HiC_12_file_1_file_1_jg1758	0
SARA.HiC_8_file_1_file_1_jg2082	0
SARA.HiC_8_file_1_file_1_jg525	0
SARA.HiC_8_file_1_file_1_jg453	0
SARA.HiC_8_file_1_file_1_jg352	0
SARA.HiC_8_file_1_file_1_jg1357	0
SARA.HiC_8_file_1_file_1_jg2202	0
SARA.HiC_8_file_1_file_1_jg1768	0
SARA.HiC_8_file_1_file_1_jg977	0
SARA.HiC_8_file_1_file_1_jg856	0
SARA.HiC_8_file_1_file_1_jg2429	0
SARA.HiC_8_file_1_file_1_jg2399	0
SARA.HiC_8_file_1_file_1_jg1823	0
SARA.HiC_8_file_1_file_1_jg2365	0
SARA.HiC_8_file_1_file_1_jg2407	0
SARA.HiC_8_file_1_file_1_jg2342	0
SARA.HiC_1_file_1_file_1_jg2302	0
SARA.HiC_8_file_1_file_1_jg2089	0
SARA.HiC_8_file_1_file_1_jg650	0
SARA.HiC_8_file_1_file_1_jg1650	0
SARA.HiC_8_file_1_file_1_jg1336	0
SARA.HiC_8_file_1_file_1_jg2104	0
SARA.HiC_8_file_1_file_1_jg2410	0
SARA.HiC_8_file_1_file_1_jg296	0
SARA.HiC_8_file_1_file_1_jg2064	0
SARA.HiC_8_file_1_file_1_jg515	0
SARA.HiC_3_file_1_file_1_jg3233	0
SARA.HiC_8_file_1_file_1_jg1777	0
